32,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz32_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz32.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 32,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,658.10107421875,16384,155.01499829973494,1.210348481952384,6.450988684762059,0.050657453560480625,105693,False,1444.04 G,670.01 GMACs,53.91 M
40,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz40_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz40.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 40,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,666.63232421875,20480,190.59635162353516,1.789672891834417,5.246690146384304,0.04881164759254048,107452,False,1805.13 G,837.52 GMACs,53.91 M
48,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz48_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz48.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 48,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,658.91357421875,24576,229.71004486083984,3.4595130186082415,4.353314199236729,0.06440600425119004,106987,False,2166.14 G,1005.02 GMACs,53.91 M
56,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz56_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz56.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 56,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,660.06982421875,28672,265.9790780203683,2.1906676474368414,3.75969421145005,0.031067737632300734,107798,False,2527.15 G,1172.53 GMACs,53.91 M
64,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz64_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz64.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 64,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,661.72607421875,32768,302.92879159109935,2.2505039398522837,3.301105830012435,0.02458004717130342,108171,False
72,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz72_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz72.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 72,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,659.3828125,36864,341.875730242048,2.740051152425313,2.925039455980101,0.023486112370133667,107829,False
80,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz80_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz80.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 80,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,661.7890625,40960,379.5027749197824,5.927027397709519,2.635026845881102,0.041124841671743476,107931,False
88,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz88_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz88.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 88,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,660.9453125,45056,419.7365243094308,5.585457212452265,2.382446944890594,0.031877378437481375,107344,False
96,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz96_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz96.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 96,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,659.9765625,49152,455.05315072195873,5.337132698454967,2.1975454920232127,0.025733109464550083,108014,False
104,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz104_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz104.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 104,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,662.3828125,53248,492.0316053118025,6.521401707998895,2.0323897676579046,0.026948999837589235,108221,False
106,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz106_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz106.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 106,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,462.158203125,661.390625,54272,506.018801007952,3.0182719329722505,1.97621115659749,0.011844618550865507,107253,False
107,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz106_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz106.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 106,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,0,0,0,0,0,0,0,0,True
108,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz106_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz106.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 106,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,0,0,0,0,0,0,0,0,True
112,16384,tiny,False,512,4,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz106_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl4_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 4,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpv6dyzynt/throughput_results_bsz106.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 106,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,53912064,41329152,Tesla V100-SXM2-32GB-LS,0,0,0,0,0,0,0,0,True
1,16384,small,False,512,12,768,3072,64,12,default,<class 'torch._dynamo.eval_frame.OptimizedModule'>,"{'compile': 'default',
 'data_root': '/data/languini_data/books',
 'dataset': 'books_16384',
 'debug': False,
 'decay_steps': 500000,
 'device': 'cuda',
 'eval_batch_size': 16,
 'eval_every': 2500,
 'exp_name': 'GPT_books16384_bsz1_sl512_coslr0.0006to6e-06_h768_ff3072_nH12_dH64_nl12_clip0.0_decay500k_gpus1_defaultCompile_fp16',
 'grad_clip_norm': 0.0,
 'gradient_accumulation_steps': 1,
 'h_dim': 768,
 'head_dim': 64,
 'log_activations_every': 2500,
 'log_ckpt_every': 50000,
 'log_grads_every': 2500,
 'log_metrics_every': 100,
 'log_terminal_every': 100,
 'logger_type': 'all',
 'max_eval_steps': 500,
 'max_lr': 0.0006,
 'max_train_steps': 500000,
 'min_lr': 6e-06,
 'mlp_dim': 3072,
 'n_gpus': 1,
 'n_heads': 12,
 'n_layers': 12,
 'project_path': '/home/imanol/Languini/languini/projects/gpt',
 'results_pickle_file': '/tmp/tmpt_icwxka/throughput_results_bsz1.pkl',
 'seed': 0,
 'seq_len': 512,
 'test_batch_size': 16,
 'test_every': -1,
 'tokens_per_second': 0,
 'train_batch_size': 1,
 'use_flash': False,
 'vocab_size': 16384,
 'wandb_project_name': 'gpt'}",forward and backward,110615040,98032128,Tesla V100-SXM2-32GB-LS,1190.462890625,1318.64404296875,512,83.8323222569057,0.4464188523783247,11.928573288659255,0.06327405392145428,6107,False,109.61 G,49.93 GMACs,110.62 M
